Epoca,accuracy,loss,val_accuracy,val_loss
1,0.47841590642929077,1.4685332775115967,0.8363363146781921,0.5397880673408508
2,0.780217707157135,0.6831565499305725,0.912912905216217,0.3071202337741852
3,0.8453453183174133,0.4750175178050995,0.9219219088554382,0.2478366196155548
4,0.877815306186676,0.37671637535095215,0.9414414167404175,0.20386789739131927
5,0.8971471190452576,0.31234821677207947,0.9399399161338806,0.19577060639858246
6,0.9161036014556885,0.2767840623855591,0.9624624848365784,0.14431196451187134
7,0.9290540814399719,0.23978401720523834,0.954954981803894,0.159891739487648
8,0.9247372150421143,0.24185925722122192,0.9654654860496521,0.12806370854377747
9,0.9352477192878723,0.21059080958366394,0.9639639854431152,0.1311791092157364
10,0.9468843936920166,0.17587505280971527,0.9729729890823364,0.11652836203575134
11,0.9470720887184143,0.17158430814743042,0.9759759902954102,0.09624391049146652
12,0.9557057023048401,0.14647582173347473,0.977477490901947,0.10155176371335983
13,0.9581456184387207,0.14494742453098297,0.9714714884757996,0.10228566825389862
14,0.9553303122520447,0.13959044218063354,0.9819819927215576,0.0961964949965477
15,0.9654654860496521,0.12222680449485779,0.9729729890823364,0.09139298647642136
16,0.9645270109176636,0.12807278335094452,0.9639639854431152,0.09820295125246048
17,0.9682807922363281,0.11043256521224976,0.9879879951477051,0.06859681755304337
18,0.9722222089767456,0.10008193552494049,0.977477490901947,0.08101367205381393
19,0.9761636853218079,0.09596621990203857,0.9849849939346313,0.07677362114191055
20,0.9722222089767456,0.10808245092630386,0.9789789915084839,0.07806762307882309
21,0.9761636853218079,0.0889437347650528,0.9804804921150208,0.06586173921823502
22,0.9769144058227539,0.0953206792473793,0.9804804921150208,0.06798525154590607
23,0.9714714884757996,0.09675084054470062,0.9849849939346313,0.063758984208107
24,0.9757882952690125,0.09155264496803284,0.9879879951477051,0.05577218532562256
25,0.9789789915084839,0.0759139433503151,0.9819819927215576,0.08391264826059341
26,0.9748498201370239,0.09396129846572876,0.9864864945411682,0.0666971281170845
27,0.9759759902954102,0.08516419678926468,0.9834834933280945,0.06416552513837814
28,0.9772897958755493,0.08389122039079666,0.9849849939346313,0.06107544153928757
29,0.9817942976951599,0.07886854559183121,0.9819819927215576,0.08802216500043869
30,0.9804804921150208,0.07595174014568329,0.9834834933280945,0.06552635878324509
31,0.9829204082489014,0.07483232021331787,0.9879879951477051,0.058144230395555496
32,0.9801051020622253,0.0796637013554573,0.9864864945411682,0.054901912808418274
33,0.982545018196106,0.07111087441444397,0.9894894957542419,0.047295328229665756
34,0.9819819927215576,0.07436857372522354,0.9909909963607788,0.047593310475349426
35,0.980292797088623,0.07389874756336212,0.9909909963607788,0.050511352717876434
36,0.9844219088554382,0.06054319068789482,0.9894894957542419,0.061484649777412415
37,0.985172688961029,0.06555875390768051,0.9894894957542419,0.06619296222925186
38,0.985172688961029,0.06630463898181915,0.9939939975738525,0.05807569995522499
39,0.9844219088554382,0.07155875116586685,0.9894894957542419,0.08355443179607391
40,0.9817942976951599,0.07270194590091705,0.9849849939346313,0.07756462693214417
41,0.9885510802268982,0.061643607914447784,0.9879879951477051,0.05654914677143097
42,0.9817942976951599,0.07193285971879959,0.9924924969673157,0.043911613523960114
43,0.987424910068512,0.06644213199615479,0.9924924969673157,0.05168946832418442
44,0.9846096038818359,0.06256607919931412,0.9909909963607788,0.05471191182732582
45,0.9889264106750488,0.05803917720913887,0.9909909963607788,0.047082122415304184
46,0.9864864945411682,0.0635560005903244,0.9864864945411682,0.07337598502635956
47,0.9893018007278442,0.057346686720848083,0.9954954981803894,0.040042657405138016
48,0.9853603839874268,0.05984285846352577,0.9879879951477051,0.07918667048215866
49,0.9832957983016968,0.07079936563968658,0.9939939975738525,0.0424802266061306
50,0.9876126050949097,0.06065892055630684,0.9894894957542419,0.05939957872033119
51,0.9891141057014465,0.05636141821742058,0.9909909963607788,0.06262947618961334
52,0.9862987995147705,0.06548433005809784,0.9909909963607788,0.052139051258563995
53,0.987424910068512,0.062415607273578644,0.9864864945411682,0.08500304073095322
54,0.990240216255188,0.05767853185534477,0.9849849939346313,0.0741727352142334
55,0.9900525808334351,0.05244673043489456,0.9939939975738525,0.05201144888997078
56,0.9864864945411682,0.06190900877118111,0.9894894957542419,0.07344900816679001
57,0.9891141057014465,0.05371599644422531,0.9849849939346313,0.08908756077289581
