Epoca,accuracy,loss,val_accuracy,val_loss
1,0.47353604435920715,1.5211399793624878,0.7972972989082336,0.5886046886444092
2,0.7661411166191101,0.7130253314971924,0.9114114046096802,0.31587228178977966
3,0.8421546816825867,0.48509904742240906,0.9384384155273438,0.22948309779167175
4,0.8723723888397217,0.3948092460632324,0.9474474191665649,0.18716754019260406
5,0.8913288116455078,0.33268654346466064,0.9399399161338806,0.20168396830558777
6,0.9097222089767456,0.28848767280578613,0.9519519805908203,0.15441039204597473
7,0.9209834933280945,0.2507936954498291,0.9534534811973572,0.15863163769245148
8,0.9303678870201111,0.22444936633110046,0.9594594836235046,0.14190636575222015
9,0.9358108043670654,0.20042160153388977,0.9714714884757996,0.11358896642923355
10,0.943130612373352,0.18721061944961548,0.9639639854431152,0.10678711533546448
11,0.9519519805908203,0.16704772412776947,0.977477490901947,0.09170310199260712
12,0.9540165066719055,0.15023821592330933,0.9804804921150208,0.08772414922714233
13,0.9560810923576355,0.1468203365802765,0.9759759902954102,0.0827069953083992
14,0.9611486196517944,0.13610465824604034,0.9849849939346313,0.06407807767391205
15,0.966966986656189,0.12078120559453964,0.9834834933280945,0.07808589935302734
16,0.9613363146781921,0.13179214298725128,0.9834834933280945,0.06705451756715775
17,0.9690315127372742,0.11603846400976181,0.9894894957542419,0.056929219514131546
18,0.9664039015769958,0.11476470530033112,0.9834834933280945,0.06958717852830887
19,0.9692192077636719,0.10525206476449966,0.9894894957542419,0.06926120072603226
20,0.9639639854431152,0.1175977885723114,0.9819819927215576,0.08128246665000916
21,0.9735360145568848,0.10897406935691833,0.9894894957542419,0.06473956257104874
22,0.970533013343811,0.10680197924375534,0.9864864945411682,0.07029946148395538
23,0.9740990996360779,0.0925566628575325,0.9849849939346313,0.06415849179029465
24,0.9742867946624756,0.09879367053508759,0.9864864945411682,0.05738913640379906
25,0.9804804921150208,0.08341909199953079,0.9849849939346313,0.05759062618017197
26,0.9748498201370239,0.09263171255588531,0.9849849939346313,0.047535184770822525
27,0.9784159064292908,0.07979166507720947,0.9939939975738525,0.03976836055517197
28,0.9784159064292908,0.08297277987003326,0.9879879951477051,0.05271969363093376
29,0.9748498201370239,0.09078304469585419,0.9879879951477051,0.06848293542861938
30,0.9806681871414185,0.0778857097029686,0.9939939975738525,0.048132121562957764
31,0.9812312126159668,0.0776950791478157,0.9879879951477051,0.053203679621219635
32,0.9799174070358276,0.07687728106975555,0.9924924969673157,0.0439164973795414
33,0.9776651859283447,0.08300584554672241,0.9849849939346313,0.07351658493280411
34,0.9810435175895691,0.08145549893379211,0.9804804921150208,0.08123333007097244
35,0.9834834933280945,0.07081511616706848,0.9939939975738525,0.061218589544296265
36,0.9812312126159668,0.06897623091936111,0.9864864945411682,0.06316188722848892
37,0.9801051020622253,0.07119417190551758,0.9894894957542419,0.06441479176282883
