Origen,Cantidad,Accuracy,Accuracy_porcentaje,Loss_clasificacion
v1,205,0.9707317073170731,97.07317073170731,0.07817646861076355
v2,461,0.9978308026030369,99.78308026030369,0.0034291252959519625
