Origen,Cantidad,Accuracy,Accuracy_porcentaje,Loss_clasificacion
v1,205,0.9853658536585366,98.53658536585365,0.05667814239859581
v2,461,0.9978308026030369,99.78308026030369,0.01098822895437479
