Origen,Cantidad,Accuracy,Accuracy_porcentaje,Loss_clasificacion
v1,205,0.9707317073170731,97.07317073170731,0.06212650239467621
v2,461,0.9956616052060737,99.56616052060737,0.02589924819767475
