Origen,Cantidad,Accuracy,Accuracy_porcentaje,Loss_clasificacion
v1,205,0.9609756097560975,96.09756097560975,0.09699612855911255
v2,461,0.9956616052060737,99.56616052060737,0.03561826050281525
