Origen,Cantidad,Accuracy,Accuracy_porcentaje,Loss_clasificacion
v1,205,0.9658536585365853,96.58536585365853,0.08456075936555862
v2,461,0.9978308026030369,99.78308026030369,0.004902730230242014
