Origen,Cantidad,Accuracy,Accuracy_porcentaje,Loss_clasificacion
v1,205,0.9804878048780488,98.04878048780488,0.05092091113328934
v2,461,0.9978308026030369,99.78308026030369,0.019338015466928482
